,_links,awayTeamName,date,homeTeamName,matchday,odds,result,status,real_timestamp,weekday,startingHour,goalsAwayTeam,goalsHomeTeam,halfTime,outcome
250,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153374'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/680'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/665'}}",Roda JC Kerkrade,2017-04-02T12:30:00Z,ADO Den Haag,28,"{'homeWin': 2.3, 'draw': 3.25, 'awayWin': 3.1}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 0}}",FINISHED,2017-04-02 12:30:00,6,12,1,4,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 0}",1
251,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153373'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/666'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/718'}}",Go Ahead Eagles Deventer,2017-04-02T14:45:00Z,FC Twente Enschede,28,"{'homeWin': 1.5, 'draw': 4.2, 'awayWin': 6.5}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-02 14:45:00,6,14,2,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",2
252,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153372'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/670'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/676'}}",FC Utrecht,2017-04-04T16:30:00Z,Excelsior,29,"{'homeWin': 3.5, 'draw': 3.4, 'awayWin': 2.05}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 1}}",FINISHED,2017-04-04 16:30:00,1,16,3,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 1}",2
253,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153602'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/673'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}}",Sparta Rotterdam,2017-04-04T18:45:00Z,SC Heerenveen,29,"{'homeWin': 1.7, 'draw': 3.9, 'awayWin': 4.5}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-04 18:45:00,1,18,0,3,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
254,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153371'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/671'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/679'}}",Vitesse Arnhem,2017-04-05T16:30:00Z,Heracles Almelo,29,"{'homeWin': 3.1, 'draw': 3.3, 'awayWin': 2.25}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 1}}",FINISHED,2017-04-05 16:30:00,2,16,1,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 1}",2
255,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153369'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/677'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/667'}}",NEC Nijmegen,2017-04-05T17:45:00Z,FC Groningen,29,"{'homeWin': 1.8, 'draw': 3.7, 'awayWin': 4.2}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-05 17:45:00,2,17,0,2,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
256,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153370'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/678'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/682'}}",AZ Alkmaar,2017-04-05T18:45:00Z,Ajax Amsterdam,29,"{'homeWin': 1.33, 'draw': 5.0, 'awayWin': 9.5}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-05 18:45:00,2,18,1,4,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
257,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153368'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/672'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/680'}}",ADO Den Haag,2017-04-05T18:45:00Z,Willem II Tilburg,29,"{'homeWin': 1.85, 'draw': 3.6, 'awayWin': 4.0}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 2}}",FINISHED,2017-04-05 18:45:00,2,18,2,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 2}",2
258,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153367'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/675'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/718'}}",Go Ahead Eagles Deventer,2017-04-05T18:45:00Z,Feyenoord Rotterdam,29,"{'homeWin': 1.12, 'draw': 8.0, 'awayWin': 26.0}","{'goalsHomeTeam': 8, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 5, 'goalsAwayTeam': 0}}",FINISHED,2017-04-05 18:45:00,2,18,0,8,"{'goalsHomeTeam': 5, 'goalsAwayTeam': 0}",1
259,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153366'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/665'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/684'}}",PEC Zwolle,2017-04-06T16:30:00Z,Roda JC Kerkrade,29,"{'homeWin': 2.9, 'draw': 3.2, 'awayWin': 2.4}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 1}}",FINISHED,2017-04-06 16:30:00,3,16,1,2,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 1}",1
260,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153365'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/666'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/674'}}",PSV Eindhoven,2017-04-06T18:45:00Z,FC Twente Enschede,29,"{'homeWin': 5.0, 'draw': 4.33, 'awayWin': 1.55}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 1}}",FINISHED,2017-04-06 18:45:00,3,18,2,2,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 1}",3
261,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153601'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/670'}}",Excelsior,2017-04-07T18:00:00Z,Sparta Rotterdam,30,"{'homeWin': 2.0, 'draw': 3.5, 'awayWin': 3.7}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 2}}",FINISHED,2017-04-07 18:00:00,4,18,3,2,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 2}",2
262,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153364'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/679'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/673'}}",SC Heerenveen,2017-04-08T16:30:00Z,Vitesse Arnhem,30,"{'homeWin': 2.05, 'draw': 3.4, 'awayWin': 3.5}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 1}}",FINISHED,2017-04-08 16:30:00,5,16,2,4,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 1}",1
263,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153363'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/667'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/678'}}",Ajax Amsterdam,2017-04-08T17:45:00Z,NEC Nijmegen,30,"{'homeWin': 15.0, 'draw': 5.5, 'awayWin': 1.22}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 5, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 3}}",FINISHED,2017-04-08 17:45:00,5,17,5,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 3}",2
264,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153362'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/680'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/677'}}",FC Groningen,2017-04-08T17:45:00Z,ADO Den Haag,30,"{'homeWin': 3.0, 'draw': 3.3, 'awayWin': 2.3}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 3, 'goalsAwayTeam': 0}}",FINISHED,2017-04-08 17:45:00,5,17,3,4,"{'goalsHomeTeam': 3, 'goalsAwayTeam': 0}",1
265,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153361'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/718'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/671'}}",Heracles Almelo,2017-04-08T18:45:00Z,Go Ahead Eagles Deventer,30,"{'homeWin': 2.8, 'draw': 3.3, 'awayWin': 2.45}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 4, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 4}}",FINISHED,2017-04-08 18:45:00,5,18,4,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 4}",2
266,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153360'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/682'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/665'}}",Roda JC Kerkrade,2017-04-09T10:30:00Z,AZ Alkmaar,30,"{'homeWin': 1.36, 'draw': 4.33, 'awayWin': 9.0}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 1}}",FINISHED,2017-04-09 10:30:00,6,10,1,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 1}",3
267,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153358'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/684'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/675'}}",Feyenoord Rotterdam,2017-04-09T12:30:00Z,PEC Zwolle,30,"{'homeWin': 6.5, 'draw': 4.0, 'awayWin': 1.5}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 1}}",FINISHED,2017-04-09 12:30:00,6,12,2,2,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 1}",3
268,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153359'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/676'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/666'}}",FC Twente Enschede,2017-04-09T12:30:00Z,FC Utrecht,30,"{'homeWin': 1.9, 'draw': 3.6, 'awayWin': 3.75}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-09 12:30:00,6,12,0,3,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
269,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153357'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/674'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/672'}}",Willem II Tilburg,2017-04-09T14:45:00Z,PSV Eindhoven,30,"{'homeWin': 1.15, 'draw': 7.5, 'awayWin': 19.0}","{'goalsHomeTeam': 5, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-09 14:45:00,6,14,0,5,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
270,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153356'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/671'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/682'}}",AZ Alkmaar,2017-04-14T18:00:00Z,Heracles Almelo,31,"{'homeWin': 3.2, 'draw': 3.5, 'awayWin': 2.1}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-14 18:00:00,4,18,2,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",2
271,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153600'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/665'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}}",Sparta Rotterdam,2017-04-15T16:30:00Z,Roda JC Kerkrade,31,"{'homeWin': 2.3, 'draw': 3.4, 'awayWin': 2.9}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-15 16:30:00,5,16,1,3,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
272,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153354'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/680'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/674'}}",PSV Eindhoven,2017-04-15T17:45:00Z,ADO Den Haag,31,"{'homeWin': 12.0, 'draw': 5.5, 'awayWin': 1.25}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 1}}",FINISHED,2017-04-15 17:45:00,5,17,1,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 1}",3
273,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153355'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/670'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/679'}}",Vitesse Arnhem,2017-04-15T17:45:00Z,Excelsior,31,"{'homeWin': 3.5, 'draw': 3.4, 'awayWin': 2.05}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-15 17:45:00,5,17,0,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
274,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153353'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/666'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/667'}}",NEC Nijmegen,2017-04-15T18:45:00Z,FC Twente Enschede,31,"{'homeWin': 1.5, 'draw': 4.0, 'awayWin': 6.5}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-15 18:45:00,5,18,0,3,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
275,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153352'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/672'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/718'}}",Go Ahead Eagles Deventer,2017-04-16T10:30:00Z,Willem II Tilburg,31,"{'homeWin': 1.75, 'draw': 3.6, 'awayWin': 4.5}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-16 10:30:00,6,10,0,2,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
276,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153351'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/677'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/684'}}",PEC Zwolle,2017-04-16T12:30:00Z,FC Groningen,31,"{'homeWin': 2.05, 'draw': 3.5, 'awayWin': 3.3}","{'goalsHomeTeam': 5, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 3, 'goalsAwayTeam': 0}}",FINISHED,2017-04-16 12:30:00,6,12,1,5,"{'goalsHomeTeam': 3, 'goalsAwayTeam': 0}",1
277,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153350'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/675'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/676'}}",FC Utrecht,2017-04-16T12:30:00Z,Feyenoord Rotterdam,31,"{'homeWin': 1.44, 'draw': 4.4, 'awayWin': 7.0}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-16 12:30:00,6,12,0,2,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
278,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153349'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/678'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/673'}}",SC Heerenveen,2017-04-16T14:45:00Z,Ajax Amsterdam,31,"{'homeWin': 1.2, 'draw': 6.0, 'awayWin': 15.0}","{'goalsHomeTeam': 5, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 3, 'goalsAwayTeam': 1}}",FINISHED,2017-04-16 14:45:00,6,14,1,5,"{'goalsHomeTeam': 3, 'goalsAwayTeam': 1}",1
279,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153348'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/673'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/672'}}",Willem II Tilburg,2017-04-21T18:00:00Z,SC Heerenveen,32,"{'homeWin': 1.66, 'draw': 3.9, 'awayWin': 5.0}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-21 18:00:00,4,18,0,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
280,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153347'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/667'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/670'}}",Excelsior,2017-04-22T16:30:00Z,NEC Nijmegen,32,"{'homeWin': 2.45, 'draw': 3.3, 'awayWin': 2.8}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-22 16:30:00,5,16,1,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",2
281,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153346'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/684'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/671'}}",Heracles Almelo,2017-04-22T17:45:00Z,PEC Zwolle,32,"{'homeWin': 1.8, 'draw': 3.75, 'awayWin': 4.0}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-22 17:45:00,5,17,2,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",2
282,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153345'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/682'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/666'}}",FC Twente Enschede,2017-04-22T17:45:00Z,AZ Alkmaar,32,"{'homeWin': 1.65, 'draw': 4.0, 'awayWin': 4.6}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-22 17:45:00,5,17,1,2,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
283,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153344'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/718'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/677'}}",FC Groningen,2017-04-22T18:45:00Z,Go Ahead Eagles Deventer,32,"{'homeWin': 3.4, 'draw': 3.5, 'awayWin': 2.05}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 1}}",FINISHED,2017-04-22 18:45:00,5,18,3,2,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 1}",2
284,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153343'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/676'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/665'}}",Roda JC Kerkrade,2017-04-23T10:30:00Z,FC Utrecht,32,"{'homeWin': 1.5, 'draw': 4.2, 'awayWin': 6.0}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-23 10:30:00,6,10,0,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
285,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153599'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/680'}}",ADO Den Haag,2017-04-23T12:30:00Z,Sparta Rotterdam,32,"{'homeWin': 2.1, 'draw': 3.4, 'awayWin': 3.3}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 1}}",FINISHED,2017-04-23 12:30:00,6,12,1,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 1}",2
286,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153342'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/679'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/675'}}",Feyenoord Rotterdam,2017-04-23T12:30:00Z,Vitesse Arnhem,32,"{'homeWin': 4.5, 'draw': 4.0, 'awayWin': 1.66}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 2}}",FINISHED,2017-04-23 12:30:00,6,12,2,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 2}",2
287,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153341'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/674'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/678'}}",Ajax Amsterdam,2017-04-23T14:45:00Z,PSV Eindhoven,32,"{'homeWin': 2.2, 'draw': 3.4, 'awayWin': 3.2}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",FINISHED,2017-04-23 14:45:00,6,14,0.0,1.0,,1
288,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153335'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/677'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/674'}}",PSV Eindhoven,2017-05-07T12:30:00Z,FC Groningen,33,"{'homeWin': 6.5, 'draw': 4.8, 'awayWin': 1.44}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
289,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153334'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/670'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/675'}}",Feyenoord Rotterdam,2017-05-07T12:30:00Z,Excelsior,33,"{'homeWin': 12.0, 'draw': 6.0, 'awayWin': 1.22}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
290,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153333'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/678'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/718'}}",Go Ahead Eagles Deventer,2017-05-07T12:30:00Z,Ajax Amsterdam,33,"{'homeWin': 1.06, 'draw': 12.0, 'awayWin': 46.0}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
