,_links,awayTeamName,date,homeTeamName,matchday,odds,result,status,real_timestamp,weekday,startingHour,goalsAwayTeam,goalsHomeTeam,halfTime,outcome
208,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153411'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/677'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/676'}}",FC Utrecht,2017-02-25T17:30:00Z,FC Groningen,24,"{'homeWin': 2.7, 'draw': 3.2, 'awayWin': 2.6}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 0}}",FINISHED,2017-02-25 17:30:00,5,17,3,2,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 0}",2
209,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153410'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/670'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/672'}}",Willem II Tilburg,2017-02-25T18:45:00Z,Excelsior,24,"{'homeWin': 2.4, 'draw': 3.25, 'awayWin': 2.87}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-02-25 18:45:00,5,18,2,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",2
210,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153607'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/667'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}}",Sparta Rotterdam,2017-02-25T18:45:00Z,NEC Nijmegen,24,"{'homeWin': 2.5, 'draw': 3.3, 'awayWin': 2.75}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 1}}",FINISHED,2017-02-25 18:45:00,5,18,1,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 1}",2
211,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153408'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/673'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/665'}}",Roda JC Kerkrade,2017-02-25T19:45:00Z,SC Heerenveen,24,"{'homeWin': 1.55, 'draw': 4.0, 'awayWin': 5.8}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-02-25 19:45:00,5,19,0,3,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
212,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153407'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/718'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/679'}}",Vitesse Arnhem,2017-02-26T11:30:00Z,Go Ahead Eagles Deventer,24,"{'homeWin': 3.9, 'draw': 3.4, 'awayWin': 1.95}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 1}}",FINISHED,2017-02-26 11:30:00,6,11,3,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 1}",2
213,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153406'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/675'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/674'}}",PSV Eindhoven,2017-02-26T13:30:00Z,Feyenoord Rotterdam,24,"{'homeWin': 2.4, 'draw': 3.25, 'awayWin': 2.9}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-02-26 13:30:00,6,13,1,2,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
214,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153409'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/682'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/684'}}",PEC Zwolle,2017-02-26T13:30:00Z,AZ Alkmaar,24,"{'homeWin': 1.7, 'draw': 3.9, 'awayWin': 4.5}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-02-26 13:30:00,6,13,1,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",3
215,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153405'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/678'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/671'}}",Heracles Almelo,2017-02-26T15:45:00Z,Ajax Amsterdam,24,"{'homeWin': 1.15, 'draw': 7.0, 'awayWin': 23.0}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 1}}",FINISHED,2017-02-26 15:45:00,6,15,1,4,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 1}",1
216,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153401'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/673'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/718'}}",Go Ahead Eagles Deventer,2017-03-03T19:00:00Z,SC Heerenveen,25,"{'homeWin': 1.4, 'draw': 4.6, 'awayWin': 7.0}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 1}}",FINISHED,2017-03-03 19:00:00,4,19,2,2,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 1}",3
217,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153403'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/666'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/672'}}",Willem II Tilburg,2017-03-04T17:30:00Z,FC Twente Enschede,25,"{'homeWin': 1.83, 'draw': 3.4, 'awayWin': 4.33}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 0}}",FINISHED,2017-03-04 17:30:00,5,17,1,2,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 0}",1
218,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153402'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/674'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/665'}}",Roda JC Kerkrade,2017-03-04T18:45:00Z,PSV Eindhoven,25,"{'homeWin': 1.11, 'draw': 9.0, 'awayWin': 26.0}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 0}}",FINISHED,2017-03-04 18:45:00,5,18,0,4,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 0}",1
219,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153400'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/684'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/679'}}",Vitesse Arnhem,2017-03-04T19:45:00Z,PEC Zwolle,25,"{'homeWin': 2.5, 'draw': 3.3, 'awayWin': 2.7}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 0}}",FINISHED,2017-03-04 19:45:00,5,19,1,3,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 0}",1
220,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153606'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/675'}}",Feyenoord Rotterdam,2017-03-05T11:30:00Z,Sparta Rotterdam,25,"{'homeWin': 8.5, 'draw': 4.8, 'awayWin': 1.35}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-03-05 11:30:00,6,11,0,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
221,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153404'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/682'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/670'}}",Excelsior,2017-03-05T11:30:00Z,AZ Alkmaar,25,"{'homeWin': 1.4, 'draw': 4.75, 'awayWin': 6.5}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-03-05 11:30:00,6,11,1,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",3
222,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153399'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/676'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/680'}}",ADO Den Haag,2017-03-05T13:30:00Z,FC Utrecht,25,"{'homeWin': 1.4, 'draw': 4.4, 'awayWin': 8.0}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 1}}",FINISHED,2017-03-05 13:30:00,6,13,1,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 1}",3
223,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153398'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/677'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/678'}}",Ajax Amsterdam,2017-03-05T13:30:00Z,FC Groningen,25,"{'homeWin': 6.5, 'draw': 4.2, 'awayWin': 1.5}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-03-05 13:30:00,6,13,1,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",3
224,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153397'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/667'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/671'}}",Heracles Almelo,2017-03-05T15:45:00Z,NEC Nijmegen,25,"{'homeWin': 2.45, 'draw': 3.2, 'awayWin': 2.87}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 1}",FINISHED,2017-03-05 15:45:00,6,15,1.0,3.0,,1
225,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153605'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/679'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}}",Sparta Rotterdam,2017-03-10T19:00:00Z,Vitesse Arnhem,26,"{'homeWin': 1.66, 'draw': 3.7, 'awayWin': 5.0}","{'goalsHomeTeam': 5, 'goalsAwayTeam': 0}",FINISHED,2017-03-10 19:00:00,4,19,0.0,5.0,,1
226,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153396'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/680'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/667'}}",NEC Nijmegen,2017-03-11T17:30:00Z,ADO Den Haag,26,"{'homeWin': 2.2, 'draw': 3.3, 'awayWin': 3.25}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",FINISHED,2017-03-11 17:30:00,5,17,0.0,1.0,,1
227,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153394'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/718'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/674'}}",PSV Eindhoven,2017-03-11T18:45:00Z,Go Ahead Eagles Deventer,26,"{'homeWin': 12.0, 'draw': 5.5, 'awayWin': 1.25}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 3}",FINISHED,2017-03-11 18:45:00,5,18,3.0,1.0,,2
228,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153395'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/671'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/676'}}",FC Utrecht,2017-03-11T18:45:00Z,Heracles Almelo,26,"{'homeWin': 3.1, 'draw': 3.5, 'awayWin': 2.15}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 1}",FINISHED,2017-03-11 18:45:00,5,18,1.0,2.0,,1
229,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153393'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/670'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/673'}}",SC Heerenveen,2017-03-11T19:45:00Z,Excelsior,26,"{'homeWin': 3.5, 'draw': 3.5, 'awayWin': 2.0}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 1}",FINISHED,2017-03-11 19:45:00,5,19,1.0,4.0,,1
230,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153392'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/672'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/684'}}",PEC Zwolle,2017-03-12T12:30:00Z,Willem II Tilburg,26,"{'homeWin': 2.3, 'draw': 3.2, 'awayWin': 3.1}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-03-12 12:30:00,6,12,0,2,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
231,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153391'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/665'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/677'}}",FC Groningen,2017-03-12T14:30:00Z,Roda JC Kerkrade,26,"{'homeWin': 3.0, 'draw': 3.25, 'awayWin': 2.3}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-03-12 14:30:00,6,14,1,3,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
232,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153390'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/675'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/682'}}",AZ Alkmaar,2017-03-12T14:30:00Z,Feyenoord Rotterdam,26,"{'homeWin': 1.44, 'draw': 4.5, 'awayWin': 7.0}","{'goalsHomeTeam': 5, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 0}}",FINISHED,2017-03-12 14:30:00,6,14,2,5,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 0}",1
233,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153389'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/678'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/666'}}",FC Twente Enschede,2017-03-12T16:45:00Z,Ajax Amsterdam,26,"{'homeWin': 1.28, 'draw': 5.5, 'awayWin': 10.0}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-03-12 16:45:00,6,16,0,3,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
234,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153388'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/665'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/666'}}",FC Twente Enschede,2017-03-17T20:00:00Z,Roda JC Kerkrade,27,,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 2}}",FINISHED,2017-03-17 20:00:00,4,20,3,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 2}",2
235,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153387'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/677'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/672'}}",Willem II Tilburg,2017-03-18T18:30:00Z,FC Groningen,27,"{'homeWin': 2.0, 'draw': 3.5, 'awayWin': 3.75}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-03-18 18:30:00,5,18,1,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",3
236,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153386'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/674'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/679'}}",Vitesse Arnhem,2017-03-18T19:45:00Z,PSV Eindhoven,27,"{'homeWin': 1.28, 'draw': 5.5, 'awayWin': 11.0}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-03-18 19:45:00,5,19,0,1,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
237,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153385'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/667'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/676'}}",FC Utrecht,2017-03-18T19:45:00Z,NEC Nijmegen,27,"{'homeWin': 3.6, 'draw': 3.4, 'awayWin': 2.05}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 2}}",FINISHED,2017-03-18 19:45:00,5,19,3,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 2}",2
238,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153604'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/671'}}",Heracles Almelo,2017-03-18T20:45:00Z,Sparta Rotterdam,27,"{'homeWin': 2.05, 'draw': 3.7, 'awayWin': 3.3}","{'goalsHomeTeam': 3, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-03-18 20:45:00,5,20,1,3,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
239,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153383'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/673'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/675'}}",Feyenoord Rotterdam,2017-03-19T12:30:00Z,SC Heerenveen,27,"{'homeWin': 4.6, 'draw': 3.9, 'awayWin': 1.7}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-03-19 12:30:00,6,12,2,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",2
240,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153382'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/718'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/684'}}",PEC Zwolle,2017-03-19T14:30:00Z,Go Ahead Eagles Deventer,27,"{'homeWin': 3.0, 'draw': 3.3, 'awayWin': 2.3}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 3, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 1}}",FINISHED,2017-03-19 14:30:00,6,14,3,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 1}",2
241,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153381'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/670'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/678'}}",Ajax Amsterdam,2017-03-19T14:30:00Z,Excelsior,27,"{'homeWin': 11.0, 'draw': 5.5, 'awayWin': 1.28}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 1}}",FINISHED,2017-03-19 14:30:00,6,14,1,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 1}",3
242,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153384'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/682'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/680'}}",ADO Den Haag,2017-03-19T16:45:00Z,AZ Alkmaar,27,"{'homeWin': 1.4, 'draw': 4.5, 'awayWin': 8.0}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 3, 'goalsAwayTeam': 0}}",FINISHED,2017-03-19 16:45:00,6,16,0,4,"{'goalsHomeTeam': 3, 'goalsAwayTeam': 0}",1
243,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153380'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/684'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/670'}}",Excelsior,2017-04-01T16:30:00Z,PEC Zwolle,28,"{'homeWin': 1.7, 'draw': 3.75, 'awayWin': 4.75}","{'goalsHomeTeam': 1, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 1}}",FINISHED,2017-04-01 16:30:00,5,16,1,1,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 1}",3
244,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153379'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/682'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/677'}}",FC Groningen,2017-04-01T16:30:00Z,AZ Alkmaar,28,"{'homeWin': 1.65, 'draw': 3.9, 'awayWin': 4.8}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-01 16:30:00,5,16,0,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",3
245,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153603'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/674'}}",PSV Eindhoven,2017-04-01T17:45:00Z,Sparta Rotterdam,28,"{'homeWin': 8.0, 'draw': 4.8, 'awayWin': 1.35}","{'goalsHomeTeam': 0, 'goalsAwayTeam': 2, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 2}}",FINISHED,2017-04-01 17:45:00,5,17,2,0,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 2}",2
246,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153378'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/676'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/672'}}",Willem II Tilburg,2017-04-01T18:45:00Z,FC Utrecht,28,"{'homeWin': 1.65, 'draw': 3.6, 'awayWin': 5.5}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 0, 'halfTime': {'goalsHomeTeam': 1, 'goalsAwayTeam': 0}}",FINISHED,2017-04-01 18:45:00,5,18,0,2,"{'goalsHomeTeam': 1, 'goalsAwayTeam': 0}",1
247,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153377'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/671'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/673'}}",SC Heerenveen,2017-04-01T18:45:00Z,Heracles Almelo,28,"{'homeWin': 2.87, 'draw': 3.6, 'awayWin': 2.3}","{'goalsHomeTeam': 4, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 4, 'goalsAwayTeam': 1}}",FINISHED,2017-04-01 18:45:00,5,18,1,4,"{'goalsHomeTeam': 4, 'goalsAwayTeam': 1}",1
248,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153376'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/679'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/667'}}",NEC Nijmegen,2017-04-02T10:30:00Z,Vitesse Arnhem,28,"{'homeWin': 1.44, 'draw': 4.2, 'awayWin': 7.5}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 0, 'goalsAwayTeam': 0}}",FINISHED,2017-04-02 10:30:00,6,10,1,2,"{'goalsHomeTeam': 0, 'goalsAwayTeam': 0}",1
249,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153375'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/678'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/675'}}",Feyenoord Rotterdam,2017-04-02T12:30:00Z,Ajax Amsterdam,28,"{'homeWin': 1.95, 'draw': 3.5, 'awayWin': 3.7}","{'goalsHomeTeam': 2, 'goalsAwayTeam': 1, 'halfTime': {'goalsHomeTeam': 2, 'goalsAwayTeam': 0}}",FINISHED,2017-04-02 12:30:00,6,12,1,2,"{'goalsHomeTeam': 2, 'goalsAwayTeam': 0}",1
